"Measurement.number","Individual","Value","Group","Index"
62,"Elson.26.2",0.7100936,"Elson",62
63,"Elson.26.2",0.709167,"Elson",63
64,"Elson.26.2",0.7077194,"Elson",64
65,"Elson.26.2",0.7093134,"Elson",65
66,"Elson.26.2",0.7092995,"Elson",66
67,"Elson.26.2",0.7095624,"Elson",67
68,"Elson.26.2",0.7095444,"Elson",68
69,"Elson.26.2",0.7095238,"Elson",69
70,"Elson.26.2",0.7091754,"Elson",70
71,"Elson.26.2",0.7090102,"Elson",71
72,"Elson.26.2",0.7086256,"Elson",72
73,"Elson.26.2",0.7095164,"Elson",73
74,"Elson.26.2",0.7085972,"Elson",74
75,"Elson.26.2",0.7097762,"Elson",75
76,"Elson.26.2",0.7093689,"Elson",76
77,"Elson.26.2",0.7092901,"Elson",77
78,"Elson.26.2",0.7098963,"Elson",78
79,"Elson.26.2",0.708878,"Elson",79
80,"Elson.26.2",0.709264,"Elson",80
81,"Elson.26.2",0.7091093,"Elson",81
82,"Elson.26.2",0.7088757,"Elson",82
83,"Elson.26.2",0.7086669,"Elson",83
84,"Elson.26.2",0.7095932,"Elson",84
85,"Elson.26.2",0.7090428,"Elson",85
86,"Elson.26.2",0.7098789,"Elson",86
87,"Elson.26.2",0.7098335,"Elson",87
88,"Elson.26.2",0.7092883,"Elson",88
89,"Elson.26.2",0.7083873,"Elson",89
90,"Elson.26.2",0.7091237,"Elson",90
91,"Elson.26.2",0.709108,"Elson",91
92,"Elson.26.2",0.7091937,"Elson",92
93,"Elson.26.2",0.7090434,"Elson",93
94,"Elson.26.2",0.7092229,"Elson",94
95,"Elson.26.2",0.7089495,"Elson",95
96,"Elson.26.2",0.7098238,"Elson",96
97,"Elson.26.2",0.7096382,"Elson",97
98,"Elson.26.2",0.7091121,"Elson",98
99,"Elson.26.2",0.7091044,"Elson",99
100,"Elson.26.2",0.7094742,"Elson",100
101,"Elson.26.2",0.7090255,"Elson",101
102,"Elson.26.2",0.7091849,"Elson",102
103,"Elson.26.2",0.7091276,"Elson",103
104,"Elson.26.2",0.7084687,"Elson",104
105,"Elson.26.2",0.7086548,"Elson",105
106,"Elson.26.2",0.7084135,"Elson",106
107,"Elson.26.2",0.7090928,"Elson",107
108,"Elson.26.2",0.7080468,"Elson",108
109,"Elson.26.2",0.7079854,"Elson",109
110,"Elson.26.2",0.7077884,"Elson",110
111,"Elson.26.2",0.7080635,"Elson",111
112,"Elson.26.2",0.707702,"Elson",112
113,"Elson.26.2",0.707554,"Elson",113
114,"Elson.26.2",0.7087353,"Elson",114
115,"Elson.26.2",0.7080717,"Elson",115
116,"Elson.26.2",0.7085104,"Elson",116
117,"Elson.26.2",0.7081793,"Elson",117
118,"Elson.26.2",0.7063352,"Elson",118
119,"Elson.26.2",0.7079538,"Elson",119
120,"Elson.26.2",0.7076803,"Elson",120
121,"Elson.26.2",0.7070139,"Elson",121
122,"Elson.26.2",0.7085793,"Elson",122
123,"Elson.26.2",0.7071131,"Elson",123
124,"Elson.26.2",0.7077707,"Elson",124
125,"Elson.26.2",0.7076456,"Elson",125
126,"Elson.26.2",0.7089379,"Elson",126
127,"Elson.26.2",0.7073371,"Elson",127
128,"Elson.26.2",0.7078003,"Elson",128
129,"Elson.26.2",0.7081834,"Elson",129
130,"Elson.26.2",0.7079021,"Elson",130
131,"Elson.26.2",0.7084219,"Elson",131
132,"Elson.26.2",0.7080006,"Elson",132
133,"Elson.26.2",0.708399,"Elson",133
134,"Elson.26.2",0.7080664,"Elson",134
135,"Elson.26.2",0.7084822,"Elson",135
136,"Elson.26.2",0.7088342,"Elson",136
137,"Elson.26.2",0.7085789,"Elson",137
138,"Elson.26.2",0.7072059,"Elson",138
139,"Elson.26.2",0.7081955,"Elson",139
140,"Elson.26.2",0.707144,"Elson",140
141,"Elson.26.2",0.7080327,"Elson",141
142,"Elson.26.2",0.7084087,"Elson",142
143,"Elson.26.2",0.7087307,"Elson",143
144,"Elson.26.2",0.7077059,"Elson",144
145,"Elson.26.2",0.7084358,"Elson",145
146,"Elson.26.2",0.7083583,"Elson",146
147,"Elson.26.2",0.7084742,"Elson",147
148,"Elson.26.2",0.7081934,"Elson",148
149,"Elson.26.2",0.708547,"Elson",149
150,"Elson.26.2",0.7084576,"Elson",150
151,"Elson.26.2",0.7087806,"Elson",151
152,"Elson.26.2",0.7085037,"Elson",152
153,"Elson.26.2",0.7082427,"Elson",153
154,"Elson.26.2",0.7081616,"Elson",154
155,"Elson.26.2",0.7082159,"Elson",155
156,"Elson.26.2",0.7093458,"Elson",156
157,"Elson.26.2",0.7081231,"Elson",157
158,"Elson.26.2",0.7093532,"Elson",158
159,"Elson.26.2",0.7083568,"Elson",159
160,"Elson.26.2",0.7083168,"Elson",160
161,"Elson.26.2",0.7083907,"Elson",161
162,"Elson.26.2",0.7094037,"Elson",162
163,"Elson.26.2",0.708817,"Elson",163
164,"Elson.26.2",0.7089958,"Elson",164
165,"Elson.26.2",0.708364,"Elson",165
166,"Elson.26.2",0.7088953,"Elson",166
167,"Elson.26.2",0.7092709,"Elson",167
168,"Elson.26.2",0.7079222,"Elson",168
169,"Elson.26.2",0.7086079,"Elson",169
170,"Elson.26.2",0.7083431,"Elson",170
171,"Elson.26.2",0.7083887,"Elson",171
172,"Elson.26.2",0.7086082,"Elson",172
173,"Elson.26.2",0.7082163,"Elson",173
174,"Elson.26.2",0.7087904,"Elson",174
175,"Elson.26.2",0.708545,"Elson",175
176,"Elson.26.2",0.7084599,"Elson",176
177,"Elson.26.2",0.7086206,"Elson",177
178,"Elson.26.2",0.7089637,"Elson",178
179,"Elson.26.2",0.7083926,"Elson",179
180,"Elson.26.2",0.7086512,"Elson",180
181,"Elson.26.2",0.7080043,"Elson",181
182,"Elson.26.2",0.7081347,"Elson",182
183,"Elson.26.2",0.7088654,"Elson",183
184,"Elson.26.2",0.7081304,"Elson",184
185,"Elson.26.2",0.7089623,"Elson",185
186,"Elson.26.2",0.7082773,"Elson",186
187,"Elson.26.2",0.7080684,"Elson",187
188,"Elson.26.2",0.7087632,"Elson",188
189,"Elson.26.2",0.7085105,"Elson",189
190,"Elson.26.2",0.7083595,"Elson",190
191,"Elson.26.2",0.7082277,"Elson",191
192,"Elson.26.2",0.7089901,"Elson",192
193,"Elson.26.2",0.7078566,"Elson",193
194,"Elson.26.2",0.7083527,"Elson",194
195,"Elson.26.2",0.7082932,"Elson",195
196,"Elson.26.2",0.7079643,"Elson",196
197,"Elson.26.2",0.7091093,"Elson",197
198,"Elson.26.2",0.7076811,"Elson",198
199,"Elson.26.2",0.7082877,"Elson",199
200,"Elson.26.2",0.7068079,"Elson",200
201,"Elson.26.2",0.7083203,"Elson",201
202,"Elson.26.2",0.7083898,"Elson",202
203,"Elson.26.2",0.7069526,"Elson",203
204,"Elson.26.2",0.7075071,"Elson",204
205,"Elson.26.2",0.7087238,"Elson",205
206,"Elson.26.2",0.7080118,"Elson",206
207,"Elson.26.2",0.707885,"Elson",207
208,"Elson.26.2",0.7076359,"Elson",208
209,"Elson.26.2",0.7081083,"Elson",209
210,"Elson.26.2",0.7078884,"Elson",210
211,"Elson.26.2",0.7086536,"Elson",211
212,"Elson.26.2",0.7081286,"Elson",212
213,"Elson.26.2",0.7086191,"Elson",213
214,"Elson.26.2",0.7073367,"Elson",214
215,"Elson.26.2",0.7074472,"Elson",215
216,"Elson.26.2",0.7072055,"Elson",216
217,"Elson.26.2",0.7069385,"Elson",217
218,"Elson.26.2",0.7091697,"Elson",218
219,"Elson.26.2",0.7076628,"Elson",219
220,"Elson.26.2",0.7077534,"Elson",220
221,"Elson.26.2",0.7069354,"Elson",221
222,"Elson.26.2",0.7075443,"Elson",222
223,"Elson.26.2",0.7082408,"Elson",223
224,"Elson.26.2",0.7075489,"Elson",224
225,"Elson.26.2",0.7074373,"Elson",225
226,"Elson.26.2",0.7071334,"Elson",226
227,"Elson.26.2",0.707607,"Elson",227
228,"Elson.26.2",0.7072307,"Elson",228
229,"Elson.26.2",0.709066,"Elson",229
230,"Elson.26.2",0.7044734,"Elson",230
231,"Elson.26.2",0.7083827,"Elson",231
232,"Elson.26.2",0.7086029,"Elson",232
233,"Elson.26.2",0.7075787,"Elson",233
234,"Elson.26.2",0.7080828,"Elson",234
235,"Elson.26.2",0.7087005,"Elson",235
236,"Elson.26.2",0.7067245,"Elson",236
237,"Elson.26.2",0.7091001,"Elson",237
238,"Elson.26.2",0.7091822,"Elson",238
239,"Elson.26.2",0.7089862,"Elson",239
240,"Elson.26.2",0.7081141,"Elson",240
241,"Elson.26.2",0.7082069,"Elson",241
242,"Elson.26.2",0.7089646,"Elson",242
243,"Elson.26.2",0.7086172,"Elson",243
244,"Elson.26.2",0.7090083,"Elson",244
245,"Elson.26.2",0.7091566,"Elson",245
246,"Elson.26.2",0.7092109,"Elson",246
247,"Elson.26.2",0.709453,"Elson",247
248,"Elson.26.2",0.7092101,"Elson",248
249,"Elson.26.2",0.7097731,"Elson",249
250,"Elson.26.2",0.7086688,"Elson",250
251,"Elson.26.2",0.7086963,"Elson",251
252,"Elson.26.2",0.7091714,"Elson",252
253,"Elson.26.2",0.7087342,"Elson",253
254,"Elson.26.2",0.7089553,"Elson",254
255,"Elson.26.2",0.7089621,"Elson",255
256,"Elson.26.2",0.7096334,"Elson",256
257,"Elson.26.2",0.7084193,"Elson",257
258,"Elson.26.2",0.7086344,"Elson",258
259,"Elson.26.2",0.7087449,"Elson",259
260,"Elson.26.2",0.7046951,"Elson",260
261,"Elson.26.2",0.7088403,"Elson",261
262,"Elson.26.2",0.7088236,"Elson",262
263,"Elson.26.2",0.7085912,"Elson",263
264,"Elson.26.2",0.7089018,"Elson",264
265,"Elson.26.2",0.7096595,"Elson",265
266,"Elson.26.2",0.7096304,"Elson",266
267,"Elson.26.2",0.7088467,"Elson",267
268,"Elson.26.2",0.7091006,"Elson",268
269,"Elson.26.2",0.7073193,"Elson",269
270,"Elson.26.2",0.7083914,"Elson",270
271,"Elson.26.2",0.7090297,"Elson",271
272,"Elson.26.2",0.7087639,"Elson",272
273,"Elson.26.2",0.7093415,"Elson",273
274,"Elson.26.2",0.7096428,"Elson",274
275,"Elson.26.2",0.7094124,"Elson",275
276,"Elson.26.2",0.7086349,"Elson",276
277,"Elson.26.2",0.709114,"Elson",277
278,"Elson.26.2",0.7085811,"Elson",278
279,"Elson.26.2",0.7086016,"Elson",279
280,"Elson.26.2",0.7092278,"Elson",280
281,"Elson.26.2",0.7091671,"Elson",281
282,"Elson.26.2",0.7095536,"Elson",282
283,"Elson.26.2",0.7092865,"Elson",283
284,"Elson.26.2",0.7085446,"Elson",284
285,"Elson.26.2",0.7092112,"Elson",285
286,"Elson.26.2",0.7092433,"Elson",286
287,"Elson.26.2",0.7095303,"Elson",287
288,"Elson.26.2",0.7089199,"Elson",288
289,"Elson.26.2",0.7089968,"Elson",289
290,"Elson.26.2",0.7088466,"Elson",290
291,"Elson.26.2",0.709772,"Elson",291
292,"Elson.26.2",0.7089022,"Elson",292
293,"Elson.26.2",0.7085481,"Elson",293
294,"Elson.26.2",0.7088495,"Elson",294
295,"Elson.26.2",0.709449,"Elson",295
296,"Elson.26.2",0.7086907,"Elson",296
297,"Elson.26.2",0.7087315,"Elson",297
298,"Elson.26.2",0.7076707,"Elson",298
299,"Elson.26.2",0.7097302,"Elson",299
300,"Elson.26.2",0.7090443,"Elson",300
301,"Elson.26.2",0.7084747,"Elson",301
302,"Elson.26.2",0.7088878,"Elson",302
303,"Elson.26.2",0.7087078,"Elson",303
304,"Elson.26.2",0.70892,"Elson",304
305,"Elson.26.2",0.709582,"Elson",305
306,"Elson.26.2",0.7089061,"Elson",306
307,"Elson.26.2",0.7093528,"Elson",307
308,"Elson.26.2",0.7092145,"Elson",308
309,"Elson.26.2",0.7091432,"Elson",309
310,"Elson.26.2",0.7094297,"Elson",310
311,"Elson.26.2",0.7089093,"Elson",311
312,"Elson.26.2",0.7090899,"Elson",312
313,"Elson.26.2",0.7091019,"Elson",313
314,"Elson.26.2",0.7094922,"Elson",314
315,"Elson.26.2",0.7093615,"Elson",315
316,"Elson.26.2",0.7088414,"Elson",316
317,"Elson.26.2",0.7091226,"Elson",317
318,"Elson.26.2",0.7094112,"Elson",318
319,"Elson.26.2",0.7089261,"Elson",319
320,"Elson.26.2",0.7096573,"Elson",320
321,"Elson.26.2",0.7087035,"Elson",321
322,"Elson.26.2",0.7091218,"Elson",322
323,"Elson.26.2",0.7076191,"Elson",323
324,"Elson.26.2",0.7088199,"Elson",324
325,"Elson.26.2",0.7098864,"Elson",325
326,"Elson.26.2",0.7094093,"Elson",326
327,"Elson.26.2",0.7084568,"Elson",327
328,"Elson.26.2",0.7093797,"Elson",328
329,"Elson.26.2",0.7093072,"Elson",329
330,"Elson.26.2",0.7094035,"Elson",330
331,"Elson.26.2",0.7090337,"Elson",331
332,"Elson.26.2",0.7093178,"Elson",332
333,"Elson.26.2",0.7095917,"Elson",333
334,"Elson.26.2",0.7083879,"Elson",334
335,"Elson.26.2",0.7093431,"Elson",335
336,"Elson.26.2",0.709966,"Elson",336
337,"Elson.26.2",0.7078566,"Elson",337
338,"Elson.26.2",0.7099728,"Elson",338
339,"Elson.26.2",0.7098035,"Elson",339
340,"Elson.26.2",0.7090715,"Elson",340
341,"Elson.26.2",0.7083357,"Elson",341
342,"Elson.26.2",0.7098556,"Elson",342
343,"Elson.26.2",0.7052054,"Elson",343
345,"Elson.26.2",0.7101173,"Elson",344
347,"Elson.26.2",0.708464,"Elson",345
348,"Elson.26.2",0.7089786,"Elson",346
349,"Elson.26.2",0.7091082,"Elson",347
350,"Elson.26.2",0.7086139,"Elson",348
