"Measurement.number","Individual","Value","Group","Index"
224,"HART.16",0.7098924,"HART",210
225,"HART.16",0.7098229,"HART",211
226,"HART.16",0.7097283,"HART",212
227,"HART.16",0.7092661,"HART",213
228,"HART.16",0.7100888,"HART",214
229,"HART.16",0.708289,"HART",215
230,"HART.16",0.7098121,"HART",216
231,"HART.16",0.7103223,"HART",217
232,"HART.16",0.7102581,"HART",218
233,"HART.16",0.709835,"HART",219
234,"HART.16",0.7108502,"HART",220
235,"HART.16",0.710036,"HART",221
236,"HART.16",0.7104742,"HART",222
237,"HART.16",0.7102534,"HART",223
238,"HART.16",0.710456,"HART",224
239,"HART.16",0.7109806,"HART",225
