"Measurement.number","Individual","Value","Group","Index"
123,"Elson.26.1",0.7084364,"Elson",121
124,"Elson.26.1",0.7106476,"Elson",122
125,"Elson.26.1",0.7083374,"Elson",123
126,"Elson.26.1",0.7089799,"Elson",124
127,"Elson.26.1",0.7093541,"Elson",125
128,"Elson.26.1",0.709223,"Elson",126
129,"Elson.26.1",0.7099284,"Elson",127
130,"Elson.26.1",0.709032,"Elson",128
131,"Elson.26.1",0.7084549,"Elson",129
132,"Elson.26.1",0.7092983,"Elson",130
133,"Elson.26.1",0.7093122,"Elson",131
134,"Elson.26.1",0.7087137,"Elson",132
135,"Elson.26.1",0.7084775,"Elson",133
136,"Elson.26.1",0.7092968,"Elson",134
137,"Elson.26.1",0.709137,"Elson",135
138,"Elson.26.1",0.7089886,"Elson",136
139,"Elson.26.1",0.7079851,"Elson",137
140,"Elson.26.1",0.7089468,"Elson",138
141,"Elson.26.1",0.7093999,"Elson",139
142,"Elson.26.1",0.7082523,"Elson",140
143,"Elson.26.1",0.7090033,"Elson",141
144,"Elson.26.1",0.709647,"Elson",142
145,"Elson.26.1",0.7086648,"Elson",143
146,"Elson.26.1",0.7088761,"Elson",144
147,"Elson.26.1",0.709035,"Elson",145
148,"Elson.26.1",0.7096897,"Elson",146
149,"Elson.26.1",0.7087518,"Elson",147
150,"Elson.26.1",0.7091061,"Elson",148
151,"Elson.26.1",0.7088048,"Elson",149
152,"Elson.26.1",0.7089593,"Elson",150
153,"Elson.26.1",0.7084619,"Elson",151
154,"Elson.26.1",0.7088097,"Elson",152
155,"Elson.26.1",0.708226,"Elson",153
156,"Elson.26.1",0.7093231,"Elson",154
157,"Elson.26.1",0.7093466,"Elson",155
158,"Elson.26.1",0.7102557,"Elson",156
159,"Elson.26.1",0.7080746,"Elson",157
160,"Elson.26.1",0.7100906,"Elson",158
161,"Elson.26.1",0.708957,"Elson",159
162,"Elson.26.1",0.7097114,"Elson",160
163,"Elson.26.1",0.7086274,"Elson",161
164,"Elson.26.1",0.7090769,"Elson",162
165,"Elson.26.1",0.7093827,"Elson",163
166,"Elson.26.1",0.7095482,"Elson",164
167,"Elson.26.1",0.7096125,"Elson",165
168,"Elson.26.1",0.7093851,"Elson",166
169,"Elson.26.1",0.7087595,"Elson",167
170,"Elson.26.1",0.7089054,"Elson",168
171,"Elson.26.1",0.7086037,"Elson",169
172,"Elson.26.1",0.7055876,"Elson",170
173,"Elson.26.1",0.7095919,"Elson",171
174,"Elson.26.1",0.7086302,"Elson",172
175,"Elson.26.1",0.709624,"Elson",173
176,"Elson.26.1",0.7093798,"Elson",174
177,"Elson.26.1",0.708842,"Elson",175
178,"Elson.26.1",0.70928,"Elson",176
179,"Elson.26.1",0.7076321,"Elson",177
180,"Elson.26.1",0.709426,"Elson",178
181,"Elson.26.1",0.7093303,"Elson",179
182,"Elson.26.1",0.7088814,"Elson",180
183,"Elson.26.1",0.7093003,"Elson",181
184,"Elson.26.1",0.7084518,"Elson",182
185,"Elson.26.1",0.7087216,"Elson",183
186,"Elson.26.1",0.7096452,"Elson",184
187,"Elson.26.1",0.7094068,"Elson",185
188,"Elson.26.1",0.7087484,"Elson",186
189,"Elson.26.1",0.7090246,"Elson",187
190,"Elson.26.1",0.7088143,"Elson",188
191,"Elson.26.1",0.7098592,"Elson",189
192,"Elson.26.1",0.7089019,"Elson",190
193,"Elson.26.1",0.7082466,"Elson",191
194,"Elson.26.1",0.7090571,"Elson",192
195,"Elson.26.1",0.7095023,"Elson",193
196,"Elson.26.1",0.7088211,"Elson",194
197,"Elson.26.1",0.7094239,"Elson",195
198,"Elson.26.1",0.7085735,"Elson",196
199,"Elson.26.1",0.7094013,"Elson",197
200,"Elson.26.1",0.7096852,"Elson",198
201,"Elson.26.1",0.7092532,"Elson",199
202,"Elson.26.1",0.7085228,"Elson",200
203,"Elson.26.1",0.7091416,"Elson",201
204,"Elson.26.1",0.7097037,"Elson",202
205,"Elson.26.1",0.7083269,"Elson",203
206,"Elson.26.1",0.7091161,"Elson",204
207,"Elson.26.1",0.7095045,"Elson",205
208,"Elson.26.1",0.7091781,"Elson",206
209,"Elson.26.1",0.7091795,"Elson",207
210,"Elson.26.1",0.7090621,"Elson",208
211,"Elson.26.1",0.7092008,"Elson",209
212,"Elson.26.1",0.7087108,"Elson",210
213,"Elson.26.1",0.7088462,"Elson",211
214,"Elson.26.1",0.7091117,"Elson",212
215,"Elson.26.1",0.7090262,"Elson",213
216,"Elson.26.1",0.7092614,"Elson",214
217,"Elson.26.1",0.7081204,"Elson",215
218,"Elson.26.1",0.7088191,"Elson",216
219,"Elson.26.1",0.7096776,"Elson",217
220,"Elson.26.1",0.7089446,"Elson",218
221,"Elson.26.1",0.7085448,"Elson",219
222,"Elson.26.1",0.709002,"Elson",220
223,"Elson.26.1",0.7089505,"Elson",221
224,"Elson.26.1",0.7089739,"Elson",222
225,"Elson.26.1",0.7088723,"Elson",223
226,"Elson.26.1",0.70927,"Elson",224
227,"Elson.26.1",0.7084014,"Elson",225
228,"Elson.26.1",0.7093492,"Elson",226
229,"Elson.26.1",0.7090792,"Elson",227
230,"Elson.26.1",0.708946,"Elson",228
231,"Elson.26.1",0.7094475,"Elson",229
232,"Elson.26.1",0.7086305,"Elson",230
233,"Elson.26.1",0.7084848,"Elson",231
234,"Elson.26.1",0.7093371,"Elson",232
235,"Elson.26.1",0.7086393,"Elson",233
236,"Elson.26.1",0.7093907,"Elson",234
237,"Elson.26.1",0.7094699,"Elson",235
238,"Elson.26.1",0.7088491,"Elson",236
239,"Elson.26.1",0.7093483,"Elson",237
240,"Elson.26.1",0.7085143,"Elson",238
241,"Elson.26.1",0.7097069,"Elson",239
242,"Elson.26.1",0.7092152,"Elson",240
243,"Elson.26.1",0.7087431,"Elson",241
244,"Elson.26.1",0.7099086,"Elson",242
245,"Elson.26.1",0.7088127,"Elson",243
246,"Elson.26.1",0.7085874,"Elson",244
247,"Elson.26.1",0.7099331,"Elson",245
248,"Elson.26.1",0.7094864,"Elson",246
249,"Elson.26.1",0.7090159,"Elson",247
250,"Elson.26.1",0.7090791,"Elson",248
251,"Elson.26.1",0.7091626,"Elson",249
252,"Elson.26.1",0.7093382,"Elson",250
253,"Elson.26.1",0.7093708,"Elson",251
254,"Elson.26.1",0.7090797,"Elson",252
255,"Elson.26.1",0.7099316,"Elson",253
256,"Elson.26.1",0.7093028,"Elson",254
257,"Elson.26.1",0.7092259,"Elson",255
258,"Elson.26.1",0.7096412,"Elson",256
259,"Elson.26.1",0.7098004,"Elson",257
260,"Elson.26.1",0.7085832,"Elson",258
261,"Elson.26.1",0.7075714,"Elson",259
262,"Elson.26.1",0.7083749,"Elson",260
263,"Elson.26.1",0.7057333,"Elson",261
265,"Elson.26.1",0.7060922,"Elson",262
266,"Elson.26.1",0.7063428,"Elson",263
267,"Elson.26.1",0.7071855,"Elson",264
269,"Elson.26.1",0.7064238,"Elson",265
