"Measurement.number","Individual","Value","Group","Index"
94,"HART.18",0.7088944,"HART",89
95,"HART.18",0.7084144,"HART",90
96,"HART.18",0.7074627,"HART",91
97,"HART.18",0.7076539,"HART",92
98,"HART.18",0.7078618,"HART",93
99,"HART.18",0.7087487,"HART",94
100,"HART.18",0.7078047,"HART",95
101,"HART.18",0.7080907,"HART",96
102,"HART.18",0.7090843,"HART",97
103,"HART.18",0.7075789,"HART",98
104,"HART.18",0.7080928,"HART",99
105,"HART.18",0.7073907,"HART",100
106,"HART.18",0.7090496,"HART",101
107,"HART.18",0.7087024,"HART",102
108,"HART.18",0.7079776,"HART",103
109,"HART.18",0.7077583,"HART",104
110,"HART.18",0.7072686,"HART",105
111,"HART.18",0.7081753,"HART",106
112,"HART.18",0.7076619,"HART",107
113,"HART.18",0.7076437,"HART",108
114,"HART.18",0.7084725,"HART",109
115,"HART.18",0.7078743,"HART",110
116,"HART.18",0.7081395,"HART",111
117,"HART.18",0.7085698,"HART",112
118,"HART.18",0.7077928,"HART",113
119,"HART.18",0.7077417,"HART",114
120,"HART.18",0.708289,"HART",115
121,"HART.18",0.7085294,"HART",116
122,"HART.18",0.7084131,"HART",117
123,"HART.18",0.7088129,"HART",118
124,"HART.18",0.7078755,"HART",119
125,"HART.18",0.7083788,"HART",120
126,"HART.18",0.7084664,"HART",121
127,"HART.18",0.7085333,"HART",122
128,"HART.18",0.7080798,"HART",123
129,"HART.18",0.7073437,"HART",124
130,"HART.18",0.7086955,"HART",125
131,"HART.18",0.7085988,"HART",126
132,"HART.18",0.7082426,"HART",127
133,"HART.18",0.7079929,"HART",128
134,"HART.18",0.7088074,"HART",129
136,"HART.18",0.7080142,"HART",130
137,"HART.18",0.7095176,"HART",131
138,"HART.18",0.7087345,"HART",132
139,"HART.18",0.7089009,"HART",133
140,"HART.18",0.7081073,"HART",134
141,"HART.18",0.7082454,"HART",135
142,"HART.18",0.7087622,"HART",136
143,"HART.18",0.7083081,"HART",137
144,"HART.18",0.7070752,"HART",138
145,"HART.18",0.7087927,"HART",139
146,"HART.18",0.707824,"HART",140
147,"HART.18",0.7078008,"HART",141
148,"HART.18",0.7088344,"HART",142
149,"HART.18",0.7073391,"HART",143
150,"HART.18",0.7087956,"HART",144
151,"HART.18",0.7088671,"HART",145
152,"HART.18",0.707986,"HART",146
153,"HART.18",0.7081674,"HART",147
154,"HART.18",0.7084635,"HART",148
155,"HART.18",0.7085958,"HART",149
156,"HART.18",0.7083382,"HART",150
157,"HART.18",0.7080149,"HART",151
158,"HART.18",0.7076417,"HART",152
159,"HART.18",0.7095063,"HART",153
160,"HART.18",0.7082279,"HART",154
161,"HART.18",0.7090919,"HART",155
162,"HART.18",0.7090705,"HART",156
163,"HART.18",0.7084917,"HART",157
164,"HART.18",0.7090687,"HART",158
165,"HART.18",0.7080145,"HART",159
166,"HART.18",0.7083715,"HART",160
167,"HART.18",0.7094504,"HART",161
168,"HART.18",0.7086759,"HART",162
169,"HART.18",0.7094427,"HART",163
170,"HART.18",0.7080609,"HART",164
171,"HART.18",0.7085353,"HART",165
172,"HART.18",0.7077066,"HART",166
173,"HART.18",0.7090763,"HART",167
174,"HART.18",0.7085837,"HART",168
175,"HART.18",0.708273,"HART",169
176,"HART.18",0.7076293,"HART",170
177,"HART.18",0.7082898,"HART",171
178,"HART.18",0.708342,"HART",172
179,"HART.18",0.710185,"HART",173
180,"HART.18",0.7086625,"HART",174
181,"HART.18",0.7075518,"HART",175
182,"HART.18",0.7091151,"HART",176
183,"HART.18",0.707088,"HART",177
184,"HART.18",0.7086706,"HART",178
185,"HART.18",0.7074361,"HART",179
186,"HART.18",0.7081247,"HART",180
187,"HART.18",0.7086943,"HART",181
188,"HART.18",0.70921,"HART",182
189,"HART.18",0.707281,"HART",183
190,"HART.18",0.7089466,"HART",184
191,"HART.18",0.7078934,"HART",185
192,"HART.18",0.7085543,"HART",186
193,"HART.18",0.7087342,"HART",187
194,"HART.18",0.7081179,"HART",188
195,"HART.18",0.7078449,"HART",189
196,"HART.18",0.7089747,"HART",190
197,"HART.18",0.7078215,"HART",191
198,"HART.18",0.7083138,"HART",192
199,"HART.18",0.707414,"HART",193
200,"HART.18",0.7083586,"HART",194
201,"HART.18",0.7074312,"HART",195
202,"HART.18",0.7082867,"HART",196
203,"HART.18",0.7078399,"HART",197
204,"HART.18",0.7078223,"HART",198
205,"HART.18",0.7078724,"HART",199
206,"HART.18",0.7080327,"HART",200
207,"HART.18",0.7077802,"HART",201
208,"HART.18",0.7072328,"HART",202
209,"HART.18",0.7084504,"HART",203
210,"HART.18",0.7076518,"HART",204
211,"HART.18",0.7079995,"HART",205
212,"HART.18",0.7074944,"HART",206
213,"HART.18",0.7089594,"HART",207
214,"HART.18",0.7079942,"HART",208
215,"HART.18",0.7089655,"HART",209
216,"HART.18",0.7081208,"HART",210
217,"HART.18",0.7083664,"HART",211
218,"HART.18",0.7079005,"HART",212
219,"HART.18",0.7085084,"HART",213
220,"HART.18",0.7087946,"HART",214
221,"HART.18",0.7086249,"HART",215
222,"HART.18",0.7087814,"HART",216
223,"HART.18",0.7071678,"HART",217
224,"HART.18",0.7086398,"HART",218
225,"HART.18",0.706484,"HART",219
226,"HART.18",0.7082539,"HART",220
227,"HART.18",0.70864,"HART",221
228,"HART.18",0.708599,"HART",222
229,"HART.18",0.7089932,"HART",223
230,"HART.18",0.7089114,"HART",224
231,"HART.18",0.7088955,"HART",225
232,"HART.18",0.7084186,"HART",226
233,"HART.18",0.7078874,"HART",227
234,"HART.18",0.7083378,"HART",228
235,"HART.18",0.708985,"HART",229
236,"HART.18",0.7088964,"HART",230
237,"HART.18",0.7087726,"HART",231
238,"HART.18",0.7088837,"HART",232
239,"HART.18",0.7088406,"HART",233
240,"HART.18",0.7078686,"HART",234
241,"HART.18",0.7090193,"HART",235
242,"HART.18",0.7098634,"HART",236
243,"HART.18",0.708729,"HART",237
244,"HART.18",0.7090349,"HART",238
245,"HART.18",0.7083303,"HART",239
246,"HART.18",0.7091722,"HART",240
247,"HART.18",0.709494,"HART",241
248,"HART.18",0.7079547,"HART",242
249,"HART.18",0.7096334,"HART",243
250,"HART.18",0.709029,"HART",244
251,"HART.18",0.7094075,"HART",245
252,"HART.18",0.7088337,"HART",246
253,"HART.18",0.7092588,"HART",247
254,"HART.18",0.7095664,"HART",248
255,"HART.18",0.7099471,"HART",249
256,"HART.18",0.7089686,"HART",250
257,"HART.18",0.7083736,"HART",251
258,"HART.18",0.7088913,"HART",252
259,"HART.18",0.7095935,"HART",253
260,"HART.18",0.7097852,"HART",254
261,"HART.18",0.7090944,"HART",255
262,"HART.18",0.7089028,"HART",256
263,"HART.18",0.7090882,"HART",257
264,"HART.18",0.7094659,"HART",258
265,"HART.18",0.7093225,"HART",259
266,"HART.18",0.7093225,"HART",260
267,"HART.18",0.7086152,"HART",261
268,"HART.18",0.7090228,"HART",262
269,"HART.18",0.7090895,"HART",263
270,"HART.18",0.7097524,"HART",264
271,"HART.18",0.7089623,"HART",265
272,"HART.18",0.7093522,"HART",266
273,"HART.18",0.7097512,"HART",267
274,"HART.18",0.70963,"HART",268
275,"HART.18",0.7090279,"HART",269
276,"HART.18",0.709586,"HART",270
277,"HART.18",0.7100212,"HART",271
278,"HART.18",0.7087726,"HART",272
279,"HART.18",0.7090032,"HART",273
280,"HART.18",0.70802,"HART",274
281,"HART.18",0.709746,"HART",275
282,"HART.18",0.7105651,"HART",276
283,"HART.18",0.7088972,"HART",277
284,"HART.18",0.7091847,"HART",278
285,"HART.18",0.7097126,"HART",279
286,"HART.18",0.7087967,"HART",280
287,"HART.18",0.7093354,"HART",281
288,"HART.18",0.7071858,"HART",282
289,"HART.18",0.7099818,"HART",283
290,"HART.18",0.7088403,"HART",284
291,"HART.18",0.7079531,"HART",285
292,"HART.18",0.7092345,"HART",286
293,"HART.18",0.7109307,"HART",287
294,"HART.18",0.7087982,"HART",288
295,"HART.18",0.7075487,"HART",289
296,"HART.18",0.7095346,"HART",290
297,"HART.18",0.7083282,"HART",291
298,"HART.18",0.7098515,"HART",292
299,"HART.18",0.7102085,"HART",293
300,"HART.18",0.7093591,"HART",294
301,"HART.18",0.7069839,"HART",295
302,"HART.18",0.7073754,"HART",296
303,"HART.18",0.7095387,"HART",297
304,"HART.18",0.7096444,"HART",298
305,"HART.18",0.7104253,"HART",299
306,"HART.18",0.709061,"HART",300
307,"HART.18",0.7075988,"HART",301
310,"HART.18",0.7073265,"HART",302
311,"HART.18",0.7107798,"HART",303
312,"HART.18",0.7095386,"HART",304
313,"HART.18",0.7102629,"HART",305
314,"HART.18",0.7091906,"HART",306
315,"HART.18",0.7082013,"HART",307
316,"HART.18",0.7101231,"HART",308
317,"HART.18",0.7068861,"HART",309
318,"HART.18",0.7096333,"HART",310
319,"HART.18",0.7105541,"HART",311
321,"HART.18",0.7090496,"HART",312
322,"HART.18",0.7078085,"HART",313
323,"HART.18",0.7096456,"HART",314
324,"HART.18",0.7102368,"HART",315
325,"HART.18",0.7081212,"HART",316
326,"HART.18",0.7083345,"HART",317
327,"HART.18",0.7082864,"HART",318
328,"HART.18",0.7084324,"HART",319
329,"HART.18",0.7093125,"HART",320
331,"HART.18",0.7085917,"HART",321
332,"HART.18",0.7090069,"HART",322
333,"HART.18",0.7072047,"HART",323
334,"HART.18",0.7091586,"HART",324
335,"HART.18",0.7100261,"HART",325
337,"HART.18",0.7092982,"HART",326
338,"HART.18",0.7103268,"HART",327
339,"HART.18",0.7097483,"HART",328
340,"HART.18",0.7104341,"HART",329
341,"HART.18",0.7100717,"HART",330
342,"HART.18",0.709147,"HART",331
343,"HART.18",0.708943,"HART",332
344,"HART.18",0.7098549,"HART",333
345,"HART.18",0.7094552,"HART",334
346,"HART.18",0.7078379,"HART",335
347,"HART.18",0.7097831,"HART",336
348,"HART.18",0.7084413,"HART",337
349,"HART.18",0.7094016,"HART",338
350,"HART.18",0.7096332,"HART",339
351,"HART.18",0.7101618,"HART",340
352,"HART.18",0.7093321,"HART",341
353,"HART.18",0.708839,"HART",342
354,"HART.18",0.7089291,"HART",343
355,"HART.18",0.7105495,"HART",344
356,"HART.18",0.7074118,"HART",345
357,"HART.18",0.7098333,"HART",346
358,"HART.18",0.7091433,"HART",347
359,"HART.18",0.7088353,"HART",348
360,"HART.18",0.7093717,"HART",349
361,"HART.18",0.7094222,"HART",350
362,"HART.18",0.7100827,"HART",351
363,"HART.18",0.7107462,"HART",352
364,"HART.18",0.710056,"HART",353
365,"HART.18",0.7079585,"HART",354
366,"HART.18",0.7088858,"HART",355
367,"HART.18",0.7108872,"HART",356
368,"HART.18",0.7071119,"HART",357
369,"HART.18",0.7095197,"HART",358
371,"HART.18",0.7079469,"HART",359
372,"HART.18",0.7084069,"HART",360
373,"HART.18",0.7107224,"HART",361
377,"HART.18",0.7090408,"HART",362
