Measurement number,HART-14,HART-15,HART-13,HART-12,HART-16,HART-17,HART-18,HART-19,JACK-11,JACK-22,JACK-24,JACK-25,JACK-31,JACK-33,JACK-34,JACK-35,Elson-23-1,Elson-23-2,Elson-23-3,Elson-26-4,Elson-24-4,Elson-26-2,Elson-23-5,Elson-24-2,Elson-24-3,Elson-24-5,Elson-26-1,Elson-26-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,0.7099406,0.7093937,0.7092936,,0.7102017,0.7068861,,,,0.7088242,0.7092434,0.7133343,0.7095427,,0.7101494,,0.7093267,0.7047625,,,0.7091226,,,0.7095430,0.7057874,,0.7100133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,,0.7097794,0.7103405,0.7089274,,0.7091411,0.7096333,,,,0.7091224,0.7093056,0.7074581,0.7079731,,0.7081561,,0.7088734,0.7110314,,,0.7094112,,,0.7089132,0.7113189,,0.7089400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,,0.7090258,0.7096595,0.7101160,,0.7087176,0.7105541,,,,0.7089929,0.7080997,0.7130633,0.7099261,,0.7101820,,0.7092857,0.7123986,,,0.7089261,,,0.7088983,0.7036233,,0.6995535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,,0.7099954,0.7100808,0.7094479,,0.7101756,0.7123475,,,,0.7094517,0.7102839,0.7097688,0.7091698,,0.7105954,,0.7090814,0.7097686,,,0.7096573,,,0.7096506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,0.7107806,0.7102245,0.7092452,,0.7094910,0.7090496,,,,0.7096734,0.7076555,0.7201872,0.7094212,,0.7077631,,0.7098077,0.7141733,,,0.7087035,,,0.7090178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,0.7100729,0.7109787,0.7103032,,0.7090081,0.7078085,,,,0.7078133,0.7088833,,0.7085835,,0.7077613,,0.7094487,0.7066709,,,0.7091218,,,0.7094284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,,0.7097294,0.7097751,0.7089916,,0.7092330,0.7096456,,,,0.7089616,0.7092423,,0.7091779,,0.7106177,,0.7090242,0.7106956,,,0.7076191,,,0.7086245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,0.7099403,0.7102282,0.7093940,,0.7097656,0.7102368,,,,0.7088528,0.7107539,,0.7087512,,0.7122827,,0.7093952,0.7096798,,,0.7088199,,,0.7093245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,0.7101642,0.7080327,0.7095204,,0.7091328,0.7081212,,,,0.7087358,0.7102309,,0.7089773,,0.7083991,,0.7087494,0.7142006,,,0.7098864,,,0.7099897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,,0.7087944,0.7099456,0.7096037,,0.7091379,0.7083345,,,,0.7088546,0.7131112,,0.7099573,,0.7109130,,0.7089933,0.7121741,,,0.7094093,,,0.7092950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,0.7098738,0.7103505,0.7094384,,0.7095497,0.7082864,,,,0.7087117,0.7058489,,0.7090833,,0.7062478,,0.7098631,0.7058308,,,0.7084568,,,0.7089843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,0.7097191,0.7091495,0.7094973,,0.7107888,0.7084324,,,,0.7084354,0.7093210,,0.7080729,,0.7104790,,0.7094724,0.7175944,,,0.7093797,,,0.7089184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,0.7100236,0.7109159,0.7095179,,0.7095511,0.7093125,,,,0.7094230,0.7075284,,0.7093826,,0.7028967,,0.7095176,0.7091788,,,0.7093072,,,0.7085365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,0.7100054,0.7135171,0.7099516,,0.7097860,0.7114483,,,,0.7088340,0.7029436,,0.7083503,,0.7069037,,0.7090543,0.7009285,,,0.7094035,,,0.7092529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,0.7090323,0.7109704,0.7093367,,0.7114123,0.7085917,,,,0.7083143,0.7065715,,0.7092965,,,,0.7097214,0.7153154,,,0.7090337,,,0.7094783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,0.7099313,0.7108830,0.7098578,,0.7101675,0.7090069,,,,0.7097822,0.7085582,,0.7088333,,,,0.7088576,0.7084546,,,0.7093178,,,0.7096596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,0.7096749,0.7129678,0.7097142,,0.7094713,0.7072047,,,,0.7088648,0.7128232,,0.7092792,,,,0.7091763,0.7088678,,,0.7095917,,,0.7095350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,0.7092157,0.7127838,0.7097106,,0.7089357,0.7091586,,,,0.7082878,,,0.7089588,,,,0.7097938,0.7244300,,,0.7083879,,,0.7088011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,0.7106513,0.7104948,0.7095291,,0.7086325,0.7100261,,,,0.7092187,,,0.7092850,,,,0.7086853,0.7030482,,,0.7093431,,,0.7095123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,0.7098230,0.7129263,0.7095562,,0.7092061,0.7110057,,,,0.7092626,,,0.7097455,,,,0.7090253,0.7057423,,,0.7099660,,,0.7092683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,0.7103781,0.7148560,0.7099156,,0.7105831,0.7092982,,,,0.7119438,,,0.7085761,,,,0.7097124,0.7151298,,,0.7078566,,,0.7092200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,0.7100701,0.7133225,0.7099462,,0.7077296,0.7103268,,,,0.7109121,,,0.7094950,,,,0.7102121,0.7081692,,,0.7099728,,,0.7094056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,0.7093967,0.7165587,0.7098695,,0.7085035,0.7097483,,,,0.7093825,,,0.7094626,,,,0.7088907,0.7140679,,,0.7098035,,,0.7097209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,0.7106148,0.7142550,0.7098560,,0.7097375,0.7104341,,,,0.7090086,,,0.7096384,,,,0.7085939,0.7165828,,,0.7090715,,,0.7098562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,0.7102163,,0.7097265,,0.7095231,0.7100717,,,,0.7087580,,,0.7090606,,,,0.7076258,0.7111755,,,0.7083357,,,0.7094769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,0.7103170,,0.7093991,,0.7099281,0.7091470,,,,0.7086600,,,0.7093926,,,,0.7091970,0.7115576,,,0.7098556,,,0.7082185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,0.7096917,,0.7102760,,0.7100329,0.7089430,,,,0.7090726,,,0.7092102,,,,0.7094786,0.7058193,,,0.7052054,,,0.7069888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,0.7100198,,0.7097479,,0.7088174,0.7098549,,,,0.7090823,,,0.7084407,,,,0.7090690,0.7047998,,,0.7132152,,,0.7100639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,0.7097612,,0.7102409,,0.7081133,0.7094552,,,,0.7085347,,,0.7089942,,,,0.7100508,0.7131973,,,0.7101173,,,0.7111926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,0.7097310,,0.7100069,,0.7101715,0.7078379,,,,0.7086974,,,0.7098514,,,,0.7088802,0.7128418,,,0.7110323,,,0.7085033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,0.7100017,,0.7092340,,0.7090402,0.7097831,,,,0.7094924,,,0.7084807,,,,0.7093505,0.7145645,,,0.7084640,,,0.7105350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,0.7100269,,0.7106603,,0.7084843,0.7084413,,,,0.7079889,,,0.7082935,,,,0.7083799,0.7153468,,,0.7089786,,,0.7101521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,0.7099075,,0.7106307,,0.7101551,0.7094016,,,,0.7094753,,,0.7092870,,,,0.7087380,0.7030808,,,0.7091082,,,0.7134442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,0.7092135,,0.7104913,,0.7121401,0.7096332,,,,0.7100695,,,0.7081065,,,,0.7092665,0.7199101,,,0.7086139,,,0.7122315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,0.7098277,,0.7103649,,0.7105690,0.7101618,,,,0.7094927,,,0.7090471,,,,0.7115575,0.7077653,,,0.7179452,,,0.7085724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,0.7095322,,0.7104931,,0.7103382,0.7093321,,,,0.7091398,,,0.7085904,,,,0.7092465,0.7087555,,,,,,0.7076522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,0.7103691,,0.7105370,,0.7016087,0.7088390,,,,0.7091646,,,0.7084953,,,,0.7090603,0.7055308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,0.7101924,,0.7102147,,0.7069752,0.7089291,,,,0.7090174,,,0.7095900,,,,0.7103316,0.7068361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,0.7094576,,0.7113033,,0.7076953,0.7105495,,,,0.7087525,,,0.7044909,,,,0.7098205,0.7204361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,0.7105203,,0.7093116,,,0.7074118,,,,0.7091792,,,0.7064107,,,,0.7092183,0.7119468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,0.7094611,,0.7113779,,,0.7098333,,,,0.7091656,,,0.7083972,,,,0.7105891,0.7106383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,0.7090593,,0.7092195,,,0.7091433,,,,0.7084202,,,,,,,0.7084266,0.7089847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,0.7101760,,0.7102747,,,0.7088353,,,,0.7090538,,,,,,,0.7076908,0.7137554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,0.7097058,,0.7119590,,,0.7093717,,,,0.7090082,,,,,,,0.7073846,0.7225408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,0.7101786,,0.7110995,,,0.7094222,,,,0.7088499,,,,,,,0.7123698,0.7223327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,0.7100826,,0.7103361,,,0.7100827,,,,0.7088780,,,,,,,0.7079146,0.7122374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,0.7096427,,0.7091760,,,0.7107462,,,,0.7090011,,,,,,,0.7085829,0.7042526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,0.7100044,,0.7112843,,,0.7100560,,,,0.7087267,,,,,,,0.7079128,0.7058136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,0.7092032,,0.7096649,,,0.7079585,,,,0.7095028,,,,,,,,0.7153287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,0.7100922,,0.7123015,,,0.7088858,,,,0.7096283,,,,,,,,0.7113142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,0.7090855,,0.7098535,,,0.7108872,,,,0.7083500,,,,,,,,0.7091719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,0.7097809,,0.7103538,,,0.7071119,,,,0.7095643,,,,,,,,0.7111589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,0.7089914,,0.7119935,,,0.7095197,,,,0.7088295,,,,,,,,0.7115649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,0.7095946,,0.7102663,,,0.7111160,,,,0.7091541,,,,,,,,0.7117875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,0.7104900,,0.7118298,,,0.7079469,,,,0.7087188,,,,,,,,0.7105209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,0.7089000,,0.7107546,,,0.7084069,,,,0.7094121,,,,,,,,0.7095878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,0.7099863,,0.7125246,,,0.7107224,,,,0.7086192,,,,,,,,0.7077957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,0.7096490,,0.7118353,,,0.7120411,,,,0.7094678,,,,,,,,0.7125023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,0.7095932,,0.7108765,,,0.7119366,,,,0.7081028,,,,,,,,0.7176851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,0.7100075,,0.7111836,,,0.7196193,,,,0.7096487,,,,,,,,0.7069893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,0.7095207,,0.7110068,,,0.7090408,,,,0.7093862,,,,,,,,0.7563742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,0.7104381,,0.7120429,,,0.7129324,,,,0.7090967,,,,,,,,0.7124479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,0.7102387,,0.7114240,,,0.7266025,,,,0.7097115,,,,,,,,0.7064439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,0.7104084,,0.7123855,,,0.7125104,,,,0.7091407,,,,,,,,0.7104429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,0.7101968,,0.7118775,,,,,,,0.7097278,,,,,,,,0.7085248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,0.7096795,,0.7122695,,,,,,,0.7101749,,,,,,,,0.7079571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,0.7101274,,0.7105834,,,,,,,0.7094064,,,,,,,,0.7111118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,0.7101266,,0.7110698,,,,,,,0.7088818,,,,,,,,0.7123469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,0.7097052,,0.7107886,,,,,,,0.7094965,,,,,,,,0.7138676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,0.7093787,,0.7129021,,,,,,,0.7108308,,,,,,,,0.7087806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,0.7094944,,0.7120456,,,,,,,0.7066098,,,,,,,,0.7080115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,0.7101454,,0.7106331,,,,,,,0.7072300,,,,,,,,0.7053932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,0.7095526,,0.7115914,,,,,,,0.7109348,,,,,,,,0.7185139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,0.7098866,,0.7119019,,,,,,,0.7077744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,0.7099469,,0.7133754,,,,,,,0.7062228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,0.7096265,,0.7112634,,,,,,,0.7090271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,0.7102814,,0.7128230,,,,,,,0.7071747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,0.7096786,,0.7124967,,,,,,,0.7085080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,0.7099238,,0.7108977,,,,,,,0.7106884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,0.7100581,,0.7154918,,,,,,,0.7095395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,0.7092789,,0.7107679,,,,,,,0.7112200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,0.7101074,,0.7143114,,,,,,,0.7034384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,0.7099985,,0.7113583,,,,,,,0.7062545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,0.7090230,,0.7234229,,,,,,,0.7128529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,0.7097558,,0.7190980,,,,,,,0.7127250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,0.7103347,,0.7176429,,,,,,,0.6978046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,0.7101469,,0.7206867,,,,,,,0.7050445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,7.09E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,7.10E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,7.09E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
